inst,fam,it,pos
cap6000,MIPLIB2003,251,0.06736112847
cap6000,MIPLIB2003,262,0.1483861259
cap6000,MIPLIB2003,336,0.03511431469
cap6000,MIPLIB2003,346,0.09160832012
cap6000,MIPLIB2003,348,0.04728225432
cap6000,MIPLIB2003,392,0.1115630316
cap6000,MIPLIB2003,394,0.1116871943
cap6000,MIPLIB2003,401,0.06289127309
cap6000,MIPLIB2003,403,0.06200439703
cap6000,MIPLIB2003,405,0.03499015204
cap6000,MIPLIB2003,424,0.03539811503
cap6000,MIPLIB2003,432,0.003488314157
cap6000,MIPLIB2003,438,0.0008276859578
cap6000,MIPLIB2003,442,0.03871503152
cap6000,MIPLIB2003,451,0.007585681585
cap6000,MIPLIB2003,497,0.04359284988
cap6000,MIPLIB2003,512,0.07748925315
cap6000,MIPLIB2003,514,0.09111166953
cap6000,MIPLIB2003,522,0.06828347958
cap6000,MIPLIB2003,532,0.07715224024
cap6000,MIPLIB2003,537,0.09786966515
cap6000,MIPLIB2003,542,0.003683426892
cap6000,MIPLIB2003,562,0.01386476414
cap6000,MIPLIB2003,567,0.02218366164
cap6000,MIPLIB2003,569,0.02205949899
cap6000,MIPLIB2003,574,0.04939301936
cap6000,MIPLIB2003,578,0.08571946304
cap6000,MIPLIB2003,580,0.06799967923
cap6000,MIPLIB2003,582,0.09054406885
cap6000,MIPLIB2003,584,0.09801156533
cap6000,MIPLIB2003,587,0.03633820366
cap6000,MIPLIB2003,618,0.01954077096
cap6000,MIPLIB2003,679,0.02108393532
cap6000,MIPLIB2003,684,0.09820667806
cap6000,MIPLIB2003,689,0.1363423489
cap6000,MIPLIB2003,691,0.1296020908
cap6000,MIPLIB2003,698,0.08985230551
cap6000,MIPLIB2003,730,0.06095788327
cap6000,MIPLIB2003,745,0.05545925165
cap6000,MIPLIB2003,751,0.004676728086
cap6000,MIPLIB2003,772,0.05886485575
cap6000,MIPLIB2003,779,0.04256407365
cap6000,MIPLIB2003,783,0.03452897648
cap6000,MIPLIB2003,794,0.05263898576
cap6000,MIPLIB2003,810,0.1558358849
cap6000,MIPLIB2003,812,0.1532816818
cap6000,MIPLIB2003,851,0.02111941036
cap6000,MIPLIB2003,853,0.03142491025
cap6000,MIPLIB2003,874,0.07848255434
cap6000,MIPLIB2003,882,0.0003132978393
cap6000,MIPLIB2003,943,0.02823215641
cap6000,MIPLIB2003,949,0.06457633762
cap6000,MIPLIB2003,955,0.07509468777
cap6000,MIPLIB2003,959,0.01044142252
cap6000,MIPLIB2003,963,0.01519507824
cap6000,MIPLIB2003,968,0.04116280946
cap6000,MIPLIB2003,994,0.07124564564
cap6000,MIPLIB2003,1004,0.008259707395
cap6000,MIPLIB2003,1017,0.1158200367
cap6000,MIPLIB2003,1021,0.08662407663
cap6000,MIPLIB2003,1027,0.1225602948
cap6000,MIPLIB2003,1029,0.1077849396
cap6000,MIPLIB2003,1044,0.115660399
cap6000,MIPLIB2003,1048,0.1133899963
cap6000,MIPLIB2003,1059,0.1008318312
cap6000,MIPLIB2003,1067,0.1055854869
cap6000,MIPLIB2003,1069,0.1003529181
cap6000,MIPLIB2003,1071,0.1431535571
cap6000,MIPLIB2003,1084,0.0760347764
cap6000,MIPLIB2003,1088,0.03422743862
cap6000,MIPLIB2003,1097,0.07475767486
cap6000,MIPLIB2003,1116,0.05522866388
cap6000,MIPLIB2003,1118,0.04494090151
cap6000,MIPLIB2003,1125,0.03110563487
cap6000,MIPLIB2003,1127,0.03122979752
cap6000,MIPLIB2003,1138,0.01122187346
cap6000,MIPLIB2003,1149,0.1014881195
cap6000,MIPLIB2003,1157,0.1042196978
cap6000,MIPLIB2003,1159,0.1236777587
cap6000,MIPLIB2003,1203,0.03089278461
cap6000,MIPLIB2003,1220,0.03938905733
cap6000,MIPLIB2003,1222,0.3196596319
cap6000,MIPLIB2003,1238,0.02299958762
cap6000,MIPLIB2003,1304,0.04462162612
cap6000,MIPLIB2003,1306,0.05363228696
cap6000,MIPLIB2003,1333,0.03880371913
cap6000,MIPLIB2003,1362,0.1605540655
cap6000,MIPLIB2003,1375,0.1120596822
cap6000,MIPLIB2003,1377,0.1360408111
cap6000,MIPLIB2003,1382,0.1835241557
cap6000,MIPLIB2003,1389,0.09785192763
cap6000,MIPLIB2003,1394,0.1389852396
cap6000,MIPLIB2003,1397,0.07933395536
cap6000,MIPLIB2003,1401,0.08069974451
cap6000,MIPLIB2003,1427,0.04031140844
cap6000,MIPLIB2003,1452,0.1203076296
cap6000,MIPLIB2003,1470,0.1459915605
cap6000,MIPLIB2003,1472,0.145530385
cap6000,MIPLIB2003,1506,0.007638894149
cap6000,MIPLIB2003,1508,0.01168304901
cap6000,MIPLIB2003,1518,0.2075407595
cap6000,MIPLIB2003,1533,0.08108996998
cap6000,MIPLIB2003,1535,0.09299184679
cap6000,MIPLIB2003,1556,0.1267108748
cap6000,MIPLIB2003,1574,0.05072333346
cap6000,MIPLIB2003,1600,0.03851991878
cap6000,MIPLIB2003,1625,0.1213541434
cap6000,MIPLIB2003,1627,0.1319966562
cap6000,MIPLIB2003,1655,0.1137802218
cap6000,MIPLIB2003,1660,0.01528376584
cap6000,MIPLIB2003,1677,0.01430820217
cap6000,MIPLIB2003,1688,0.09779871507
cap6000,MIPLIB2003,1713,0.06388457429
cap6000,MIPLIB2003,1729,0.1541508203
cap6000,MIPLIB2003,1746,0.1181968646
cap6000,MIPLIB2003,1754,0.1311807302
cap6000,MIPLIB2003,1757,0.03341151264
cap6000,MIPLIB2003,1772,0.01675598011
cap6000,MIPLIB2003,1779,0.01267635021
cap6000,MIPLIB2003,1782,0.007266406201
cap6000,MIPLIB2003,1809,0.03493693948
cap6000,MIPLIB2003,1862,0.01576267892
cap6000,MIPLIB2003,1893,0.06920583069
cap6000,MIPLIB2003,1897,0.07830517913
cap6000,MIPLIB2003,1920,0.1976254851
cap6000,MIPLIB2003,1935,0.03367757546
cap6000,MIPLIB2003,1938,0.1053726367
cap6000,MIPLIB2003,1944,0.02362040087
cap6000,MIPLIB2003,1978,0.1560664726
cap6000,MIPLIB2003,1995,0.049925145
cvs16r106-72,MIPLIB2017,1,0.8846153846
cvs16r106-72,MIPLIB2017,4,0.3461538462
cvs16r106-72,MIPLIB2017,47,0.01923076923
cvs16r106-72,MIPLIB2017,120,0.01923076923
cvs16r106-72,MIPLIB2017,206,0.01923076923
cvs16r106-72,MIPLIB2017,246,0.09615384615
cvs16r106-72,MIPLIB2017,538,0.01923076923
cvs16r106-72,MIPLIB2017,614,0.03846153846
cvs16r106-72,MIPLIB2017,627,0.03846153846
cvs16r106-72,MIPLIB2017,770,0.01923076923
cvs16r106-72,MIPLIB2017,853,0.03846153846
cvs16r106-72,MIPLIB2017,924,0.01923076923
cvs16r106-72,MIPLIB2017,954,0.01923076923
cvs16r106-72,MIPLIB2017,1041,0.01923076923
cvs16r106-72,MIPLIB2017,1412,0.01923076923
cvs16r106-72,MIPLIB2017,1429,0.03846153846
cvs16r106-72,MIPLIB2017,1430,0.01923076923
cvs16r106-72,MIPLIB2017,1657,0.03846153846
cvs16r106-72,MIPLIB2017,1667,0.01923076923
cvs16r106-72,MIPLIB2017,1720,0.01923076923
cvs16r106-72,MIPLIB2017,1844,0.01923076923
cvs16r106-72,MIPLIB2017,1915,0.01923076923
glass-sc,MIPLIB2017,5,0.1725623637
glass-sc,MIPLIB2017,13,0.2907677403
glass-sc,MIPLIB2017,16,0.1725623637
glass-sc,MIPLIB2017,25,0.2907677403
glass-sc,MIPLIB2017,63,0.1725623637
glass-sc,MIPLIB2017,71,0.1725623637
glass-sc,MIPLIB2017,92,0.7635892468
glass-sc,MIPLIB2017,93,0.05435698712
glass-sc,MIPLIB2017,104,0.2907677403
glass-sc,MIPLIB2017,115,0.1725623637
glass-sc,MIPLIB2017,118,0.05435698712
glass-sc,MIPLIB2017,149,0.2907677403
glass-sc,MIPLIB2017,219,0.05435698712
glass-sc,MIPLIB2017,235,0.05435698712
glass-sc,MIPLIB2017,260,0.1725623637
glass-sc,MIPLIB2017,279,0.05435698712
glass-sc,MIPLIB2017,286,0.1725623637
glass-sc,MIPLIB2017,305,0.1725623637
glass-sc,MIPLIB2017,329,0.1725623637
glass-sc,MIPLIB2017,337,0.1725623637
glass-sc,MIPLIB2017,353,0.1725623637
glass-sc,MIPLIB2017,394,0.2907677403
glass-sc,MIPLIB2017,399,0.1725623637
glass-sc,MIPLIB2017,402,0.1725623637
glass-sc,MIPLIB2017,428,0.1725623637
glass-sc,MIPLIB2017,438,0.1725623637
glass-sc,MIPLIB2017,440,0.05435698712
glass-sc,MIPLIB2017,470,0.05435698712
glass-sc,MIPLIB2017,475,0.05435698712
glass-sc,MIPLIB2017,550,0.1725623637
glass-sc,MIPLIB2017,552,0.8817946234
glass-sc,MIPLIB2017,553,0.2907677403
glass-sc,MIPLIB2017,593,0.05435698712
glass-sc,MIPLIB2017,609,0.4089731169
glass-sc,MIPLIB2017,643,0.1725623637
glass-sc,MIPLIB2017,669,0.1725623637
glass-sc,MIPLIB2017,684,0.2907677403
glass-sc,MIPLIB2017,703,0.1725623637
glass-sc,MIPLIB2017,732,0.1725623637
glass-sc,MIPLIB2017,797,0.1725623637
glass-sc,MIPLIB2017,803,0.05435698712
glass-sc,MIPLIB2017,807,0.2907677403
glass-sc,MIPLIB2017,815,0.1725623637
glass-sc,MIPLIB2017,844,0.1725623637
glass-sc,MIPLIB2017,871,0.05435698712
glass-sc,MIPLIB2017,876,0.1725623637
glass-sc,MIPLIB2017,879,0.05435698712
glass-sc,MIPLIB2017,900,0.05435698712
glass-sc,MIPLIB2017,1012,0.05435698712
glass-sc,MIPLIB2017,1041,0.1725623637
glass-sc,MIPLIB2017,1053,0.1725623637
glass-sc,MIPLIB2017,1071,0.1725623637
glass-sc,MIPLIB2017,1083,0.1725623637
glass-sc,MIPLIB2017,1109,0.2907677403
glass-sc,MIPLIB2017,1135,0.2907677403
glass-sc,MIPLIB2017,1142,0.05435698712
glass-sc,MIPLIB2017,1146,0.1725623637
glass-sc,MIPLIB2017,1164,0.1725623637
glass-sc,MIPLIB2017,1181,0.05435698712
glass-sc,MIPLIB2017,1189,0.05435698712
glass-sc,MIPLIB2017,1196,0.05435698712
glass-sc,MIPLIB2017,1201,0.2907677403
glass-sc,MIPLIB2017,1208,0.5271784936
glass-sc,MIPLIB2017,1209,0.1725623637
glass-sc,MIPLIB2017,1212,0.4089731169
glass-sc,MIPLIB2017,1227,0.1725623637
glass-sc,MIPLIB2017,1236,0.05435698712
glass-sc,MIPLIB2017,1250,0.4089731169
glass-sc,MIPLIB2017,1255,0.05435698712
glass-sc,MIPLIB2017,1263,0.05435698712
glass-sc,MIPLIB2017,1267,0.1725623637
glass-sc,MIPLIB2017,1277,0.05435698712
glass-sc,MIPLIB2017,1282,0.05435698712
glass-sc,MIPLIB2017,1298,0.1725623637
glass-sc,MIPLIB2017,1303,0.2907677403
glass-sc,MIPLIB2017,1307,0.1725623637
glass-sc,MIPLIB2017,1346,0.2907677403
glass-sc,MIPLIB2017,1350,0.05435698712
glass-sc,MIPLIB2017,1364,0.1725623637
glass-sc,MIPLIB2017,1388,0.2907677403
glass-sc,MIPLIB2017,1417,0.05435698712
glass-sc,MIPLIB2017,1425,0.05435698712
glass-sc,MIPLIB2017,1431,0.2907677403
glass-sc,MIPLIB2017,1434,0.1725623637
glass-sc,MIPLIB2017,1446,0.1725623637
glass-sc,MIPLIB2017,1454,0.05435698712
glass-sc,MIPLIB2017,1471,0.2907677403
glass-sc,MIPLIB2017,1475,0.2907677403
glass-sc,MIPLIB2017,1484,0.2907677403
glass-sc,MIPLIB2017,1515,0.5271784936
glass-sc,MIPLIB2017,1521,0.1725623637
glass-sc,MIPLIB2017,1533,0.05435698712
glass-sc,MIPLIB2017,1570,0.1725623637
glass-sc,MIPLIB2017,1629,0.05435698712
glass-sc,MIPLIB2017,1634,0.4089731169
glass-sc,MIPLIB2017,1635,0.1725623637
glass-sc,MIPLIB2017,1639,0.1725623637
glass-sc,MIPLIB2017,1646,0.2907677403
glass-sc,MIPLIB2017,1661,0.1725623637
glass-sc,MIPLIB2017,1667,0.1725623637
glass-sc,MIPLIB2017,1670,0.1725623637
glass-sc,MIPLIB2017,1682,0.1725623637
glass-sc,MIPLIB2017,1704,0.1725623637
glass-sc,MIPLIB2017,1732,0.2907677403
glass-sc,MIPLIB2017,1737,0.2907677403
glass-sc,MIPLIB2017,1750,0.1725623637
glass-sc,MIPLIB2017,1759,0.1725623637
glass-sc,MIPLIB2017,1767,0.05435698712
glass-sc,MIPLIB2017,1785,0.2907677403
glass-sc,MIPLIB2017,1799,0.1725623637
glass-sc,MIPLIB2017,1824,0.2907677403
glass-sc,MIPLIB2017,1834,0.1725623637
glass-sc,MIPLIB2017,1877,0.05435698712
glass-sc,MIPLIB2017,1893,0.05435698712
glass-sc,MIPLIB2017,1903,0.1725623637
glass-sc,MIPLIB2017,1937,0.1725623637
glass-sc,MIPLIB2017,1945,0.4089731169
glass-sc,MIPLIB2017,1958,0.2907677403
glass-sc,MIPLIB2017,1965,0.2907677403
glass-sc,MIPLIB2017,1982,0.8817946234
harp2,MIPLIB2003,553,0.2045739161
harp2,MIPLIB2003,557,0.2075272567
harp2,MIPLIB2003,608,0.05757878197
harp2,MIPLIB2003,610,0.06947285643
harp2,MIPLIB2003,652,0.04913021941
harp2,MIPLIB2003,654,0.04992881485
l152lav,MIPLIB2003,92,0.240163789
l152lav,MIPLIB2003,104,0.2284137445
l152lav,MIPLIB2003,146,0.208830337
l152lav,MIPLIB2003,153,0.240163789
l152lav,MIPLIB2003,157,0.2440804705
l152lav,MIPLIB2003,171,0.2910806485
l152lav,MIPLIB2003,174,0.1657468405
l152lav,MIPLIB2003,178,0.05607975855
l152lav,MIPLIB2003,212,0.08349652905
l152lav,MIPLIB2003,217,0.302830693
l152lav,MIPLIB2003,243,0.1187466625
l152lav,MIPLIB2003,248,0.310664056
l152lav,MIPLIB2003,282,0.2049136555
l152lav,MIPLIB2003,300,0.13833007
l152lav,MIPLIB2003,302,0.146163433
l152lav,MIPLIB2003,324,0.05216307705
l152lav,MIPLIB2003,331,0.1187466625
l152lav,MIPLIB2003,377,0.146163433
l152lav,MIPLIB2003,381,0.208830337
l152lav,MIPLIB2003,400,0.334164145
l152lav,MIPLIB2003,417,0.07957984755
l152lav,MIPLIB2003,426,0.4007477305
l152lav,MIPLIB2003,442,0.1500801145
l152lav,MIPLIB2003,445,0.13833007
l152lav,MIPLIB2003,523,0.1265800255
l152lav,MIPLIB2003,536,0.255830515
l152lav,MIPLIB2003,554,0.07566316605
l152lav,MIPLIB2003,559,0.08349652905
l152lav,MIPLIB2003,568,0.005162899053
l152lav,MIPLIB2003,582,0.07566316605
l152lav,MIPLIB2003,586,0.146163433
l152lav,MIPLIB2003,588,0.005162899053
l152lav,MIPLIB2003,596,0.08349652905
l152lav,MIPLIB2003,598,0.1344133885
l152lav,MIPLIB2003,602,0.161830159
l152lav,MIPLIB2003,608,0.1422467515
l152lav,MIPLIB2003,681,0.009079580553
l152lav,MIPLIB2003,693,0.2127470185
l152lav,MIPLIB2003,699,0.161830159
l152lav,MIPLIB2003,733,0.106996618
l152lav,MIPLIB2003,739,0.1579134775
l152lav,MIPLIB2003,748,0.09916325505
l152lav,MIPLIB2003,810,0.185330248
l152lav,MIPLIB2003,827,0.169663522
l152lav,MIPLIB2003,834,0.09524657355
l152lav,MIPLIB2003,857,0.279330604
l152lav,MIPLIB2003,867,0.009079580553
l152lav,MIPLIB2003,885,0.09916325505
l152lav,MIPLIB2003,887,0.177496885
l152lav,MIPLIB2003,907,0.185330248
l152lav,MIPLIB2003,964,0.177496885
l152lav,MIPLIB2003,974,0.06782980305
l152lav,MIPLIB2003,980,0.03649635105
l152lav,MIPLIB2003,997,0.106996618
l152lav,MIPLIB2003,1015,0.185330248
l152lav,MIPLIB2003,1034,0.1657468405
l152lav,MIPLIB2003,1038,0.122663344
l152lav,MIPLIB2003,1071,0.1735802035
l152lav,MIPLIB2003,1083,0.2754139225
l152lav,MIPLIB2003,1122,0.2519138335
l152lav,MIPLIB2003,1126,0.2362471075
l152lav,MIPLIB2003,1149,0.1109132995
l152lav,MIPLIB2003,1152,0.1109132995
l152lav,MIPLIB2003,1161,0.161830159
l152lav,MIPLIB2003,1169,0.1344133885
l152lav,MIPLIB2003,1184,0.03649635105
l152lav,MIPLIB2003,1187,0.04432971405
l152lav,MIPLIB2003,1189,0.08349652905
l152lav,MIPLIB2003,1192,0.05216307705
l152lav,MIPLIB2003,1200,0.3694142785
l152lav,MIPLIB2003,1233,0.06391312155
l152lav,MIPLIB2003,1238,0.001246217553
l152lav,MIPLIB2003,1240,0.09524657355
l152lav,MIPLIB2003,1256,0.09132989205
l152lav,MIPLIB2003,1260,0.06782980305
l152lav,MIPLIB2003,1293,0.2284137445
l152lav,MIPLIB2003,1316,0.1579134775
l152lav,MIPLIB2003,1328,0.153996796
l152lav,MIPLIB2003,1338,0.08741321055
l152lav,MIPLIB2003,1346,0.1422467515
l152lav,MIPLIB2003,1354,0.1030799365
l152lav,MIPLIB2003,1365,0.2440804705
l152lav,MIPLIB2003,1383,0.193163611
l152lav,MIPLIB2003,1410,0.03649635105
l152lav,MIPLIB2003,1426,0.208830337
l152lav,MIPLIB2003,1430,0.240163789
l152lav,MIPLIB2003,1440,0.1814135665
l152lav,MIPLIB2003,1442,0.177496885
l152lav,MIPLIB2003,1460,0.106996618
l152lav,MIPLIB2003,1462,0.09916325505
l152lav,MIPLIB2003,1479,0.2049136555
l152lav,MIPLIB2003,1481,0.05999644005
l152lav,MIPLIB2003,1488,0.334164145
l152lav,MIPLIB2003,1490,0.1579134775
l152lav,MIPLIB2003,1585,0.255830515
l152lav,MIPLIB2003,1589,0.2754139225
l152lav,MIPLIB2003,1599,0.05999644005
l152lav,MIPLIB2003,1603,0.05607975855
l152lav,MIPLIB2003,1663,0.169663522
l152lav,MIPLIB2003,1667,0.1265800255
l152lav,MIPLIB2003,1671,0.1265800255
l152lav,MIPLIB2003,1674,0.08349652905
l152lav,MIPLIB2003,1677,0.01691294355
l152lav,MIPLIB2003,1687,0.08741321055
l152lav,MIPLIB2003,1698,0.2127470185
l152lav,MIPLIB2003,1723,0.1970802925
l152lav,MIPLIB2003,1727,0.2166637
l152lav,MIPLIB2003,1791,0.07174648455
l152lav,MIPLIB2003,1837,0.2166637
l152lav,MIPLIB2003,1871,0.224497063
l152lav,MIPLIB2003,1887,0.1579134775
l152lav,MIPLIB2003,1909,0.1657468405
l152lav,MIPLIB2003,1914,0.185330248
l152lav,MIPLIB2003,1922,0.1814135665
l152lav,MIPLIB2003,1929,0.07957984755
l152lav,MIPLIB2003,1940,0.177496885
l152lav,MIPLIB2003,1951,0.1109132995
l152lav,MIPLIB2003,1954,0.05216307705
l152lav,MIPLIB2003,1971,0.2127470185
l152lav,MIPLIB2003,1979,0.224497063
l152lav,MIPLIB2003,1989,0.1500801145
neos-1337307,MIPLIB2017,124,0.1716282939
neos-1337307,MIPLIB2017,260,0.1057068218
neos-1337307,MIPLIB2017,304,0.02610353477
neos-1337307,MIPLIB2017,307,0.06341757558
neos-1337307,MIPLIB2017,550,0.1877977116
neos-1337307,MIPLIB2017,599,0.09700021232
neos-1337307,MIPLIB2017,635,0.02610353477
neos-1337307,MIPLIB2017,638,0.02610353477
neos-1337307,MIPLIB2017,661,0.01739692525
neos-1337307,MIPLIB2017,685,0.11316963
neos-1337307,MIPLIB2017,755,0.1703844926
neos-1337307,MIPLIB2017,787,0.09948781504
neos-1337307,MIPLIB2017,814,0.08829360279
neos-1337307,MIPLIB2017,848,0.1343142531
nug08,MIPLIB2003,2,0.1688311688
p0201,MIPLIB2003,239,0.1639501438
p0201,MIPLIB2003,1327,0.02205177373
p0201,MIPLIB2003,1332,0.4343240652
p0201,MIPLIB2003,1406,0.1581975072
p0201,MIPLIB2003,1799,0.008628954938
qap10,MIPLIB2003,3,0.233900227
qap10,MIPLIB2003,5,0.233900227
qap10,MIPLIB2003,7,0.233900227
qap10,MIPLIB2003,9,0.233900227
qap10,MIPLIB2003,11,0.233900227
reblock115,MIPLIB2017,95,0.03763858137
reblock115,MIPLIB2017,183,0.03560897024
reblock115,MIPLIB2017,414,0.003291615608
reblock115,MIPLIB2017,544,0.009529440655
reblock115,MIPLIB2017,552,0.01319629112
reblock115,MIPLIB2017,1175,0.0004175522974
reblock115,MIPLIB2017,1601,0.01775365042
reblock115,MIPLIB2017,1607,0.0100622649
reblock115,MIPLIB2017,1841,0.01781804287
reblock354,MIPLIB2017,51,0.004109191841
reblock354,MIPLIB2017,111,0.004841300592
reblock354,MIPLIB2017,115,0.003981880682
reblock354,MIPLIB2017,271,0.004372678813
reblock354,MIPLIB2017,613,0.006793502353
reblock354,MIPLIB2017,688,0.00977536277
reblock354,MIPLIB2017,1172,0.001993056257
